"Age","Status","Studies","YearsOfExperience","Indentation_Length","Nesting_Level","Distance_from_Center","Correct","number_of_given_answers","expected_answer","given_answer","is_correct","time_in_milliseconds","Subject","Name","Q1","Q3","IQR","Lower_Bound","Upper_Bound","Outlier_Flag"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","8",5,1,1,1,2,2,"True",1391,11,,1391.0,2136.0,745.0,-844.0,4371.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",1,3,1,1,7,7,"True",1410,11,,1086.0,1261.0,175.0,561.0,1786.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","6",5,1,1,1,5,5,"True",2021,11,,1767.0,2021.0,254.0,1005.0,2783.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",7,3,1,1,5,5,"True",1020,11,,1020.0,1159.0,139.0,603.0,1576.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","4",7,3,1,1,7,7,"True",1313,11,,1100.0,1139.0,39.0,983.0,1256.0,"Outlier"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","2",7,3,1,1,7,7,"True",982,11,,982.0,1366.0,384.0,-170.0,2518.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","6",3,1,1,1,1,1,"True",1404,11,,1444.0,1589.0,145.0,1009.0,2024.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","4",3,1,1,1,7,7,"True",1920,11,,1550.0,1920.0,370.0,440.0,3030.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","4",3,1,1,1,3,3,"True",1497,11,,1550.0,1920.0,370.0,440.0,3030.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","8",2,2,1,1,5,5,"True",1623,11,,1138.0,1501.0,363.0,49.0,2590.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",2,2,1,1,7,7,"True",1181,11,,990.0,1181.0,191.0,417.0,1754.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","4",2,2,1,1,1,1,"True",1372,11,,1372.0,1506.0,134.0,970.0,1908.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","10",1,3,1,1,7,7,"True",1520,11,,1294.0,1520.0,226.0,616.0,2198.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",6,2,1,1,7,7,"True",1551,11,,1517.0,1551.0,34.0,1415.0,1653.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","8",4,0,1,1,1,1,"True",1389,11,,1417.0,1503.0,86.0,1159.0,1761.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","8",4,0,1,1,3,3,"True",1417,11,,1417.0,1503.0,86.0,1159.0,1761.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","10",3,1,1,1,5,5,"True",1258,11,,1258.0,1490.0,232.0,562.0,2186.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",4,0,1,1,3,3,"True",1594,11,,1216.0,1594.0,378.0,82.0,2728.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","2",7,3,1,1,6,6,"True",2318,11,,982.0,1366.0,384.0,-170.0,2518.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","8",7,3,1,1,1,1,"True",1433,11,,1416.0,1499.0,83.0,1167.0,1748.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","2",4,0,1,1,5,5,"True",2679,11,,3053.0,4201.0,1148.0,-391.0,7645.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",5,1,1,1,3,3,"True",1131,11,,935.0,1393.0,458.0,-439.0,2767.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",7,3,1,1,3,3,"True",1159,11,,1020.0,1159.0,139.0,603.0,1576.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",7,3,1,1,1,1,"True",1176,11,,1020.0,1159.0,139.0,603.0,1576.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",7,3,1,1,2,2,"True",852,11,,1020.0,1159.0,139.0,603.0,1576.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","6",3,1,1,1,5,5,"True",1485,11,,1444.0,1589.0,145.0,1009.0,2024.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","10",7,3,1,1,6,6,"True",1219,11,,1020.0,1219.0,199.0,423.0,1816.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","4",1,3,1,1,6,6,"True",1518,11,,1402.0,1518.0,116.0,1054.0,1866.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","6",2,2,1,1,1,1,"True",1155,11,,1438.0,1486.0,48.0,1294.0,1630.0,"Outlier"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","6",6,2,1,1,5,5,"True",2339,11,,1728.0,2339.0,611.0,-105.0,4172.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","4",2,2,1,1,3,3,"True",1722,11,,1372.0,1506.0,134.0,970.0,1908.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","10",5,1,1,1,4,4,"True",1454,11,,1454.0,2198.0,744.0,-778.0,4430.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","8",4,0,1,1,5,5,"True",1482,11,,1417.0,1503.0,86.0,1159.0,1761.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","10",3,1,1,1,4,4,"True",1718,11,,1258.0,1490.0,232.0,562.0,2186.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","10",2,2,1,1,7,7,"True",1511,11,,1342.0,1517.0,175.0,817.0,2042.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","8",2,2,1,1,1,1,"True",1284,11,,1138.0,1501.0,363.0,49.0,2590.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",7,3,1,1,7,7,"True",1155,11,,1020.0,1159.0,139.0,603.0,1576.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","6",7,3,1,1,1,1,"True",1062,11,,1061.0,1369.0,308.0,137.0,2293.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","2",7,3,1,1,3,3,"True",963,11,,982.0,1366.0,384.0,-170.0,2518.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",4,0,1,1,5,5,"True",1216,11,,1216.0,1594.0,378.0,82.0,2728.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",5,1,1,1,1,1,"True",786,11,,935.0,1393.0,458.0,-439.0,2767.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",3,1,1,1,2,2,"True",1480,11,,1258.0,1417.0,159.0,781.0,1894.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","2",2,2,1,1,5,5,"True",1286,11,,1286.0,2302.0,1016.0,-1762.0,5350.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","6",1,3,1,1,2,2,"True",4391,11,,1593.0,4391.0,2798.0,-6801.0,12785.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",1,3,1,1,1,1,"True",885,11,,1086.0,1261.0,175.0,561.0,1786.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",3,1,1,1,4,4,"True",1258,11,,1258.0,1417.0,159.0,781.0,1894.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","10",4,0,1,1,2,2,"True",3647,11,,1200.0,1542.0,342.0,174.0,2568.0,"Outlier"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",4,0,1,1,3,3,"True",1093,11,,1216.0,1594.0,378.0,82.0,2728.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","2",1,3,1,1,2,2,"True",1114,11,,1202.0,1576.0,374.0,80.0,2698.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","6",4,0,1,1,2,2,"True",1121,11,,1121.0,1551.0,430.0,-169.0,2841.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","8",6,2,1,1,7,7,"True",1326,11,,1326.0,1753.0,427.0,45.0,3034.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","2",5,1,1,1,4,4,"True",3308,11,,2401.0,3308.0,907.0,-320.0,6029.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","6",6,2,1,1,2,2,"True",1728,11,,1728.0,2339.0,611.0,-105.0,4172.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","8",2,2,1,1,2,2,"True",1138,11,,1138.0,1501.0,363.0,49.0,2590.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","8",7,3,1,1,4,4,"True",1499,11,,1416.0,1499.0,83.0,1167.0,1748.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",6,2,1,1,5,5,"True",990,11,,1517.0,1551.0,34.0,1415.0,1653.0,"Outlier"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","4",4,0,1,1,7,7,"True",3328,11,,3328.0,4318.0,990.0,358.0,7288.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","4",2,2,1,1,2,2,"True",1506,11,,1372.0,1506.0,134.0,970.0,1908.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","4",5,1,1,1,1,1,"True",1947,11,,2881.0,3720.0,839.0,364.0,6237.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","8",1,3,1,1,6,6,"True",1719,11,,1001.0,1496.0,495.0,-484.0,2981.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","10",6,2,1,1,7,7,"True",2967,11,,1347.0,2967.0,1620.0,-3513.0,7827.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","10",2,2,1,1,4,4,"True",1342,11,,1342.0,1517.0,175.0,817.0,2042.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","2",3,1,1,1,2,2,"True",2040,11,,1768.0,2040.0,272.0,952.0,2856.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","8",1,3,1,1,4,4,"True",1496,11,,1001.0,1496.0,495.0,-484.0,2981.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","2",3,1,1,1,7,7,"True",1768,11,,1768.0,2040.0,272.0,952.0,2856.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","6",3,1,1,1,4,4,"True",1589,11,,1444.0,1589.0,145.0,1009.0,2024.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","6",1,3,1,1,6,6,"True",1593,11,,1593.0,4391.0,2798.0,-6801.0,12785.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","6",2,2,1,1,5,5,"True",1486,11,,1438.0,1486.0,48.0,1294.0,1630.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",3,1,1,1,3,3,"True",1315,11,,1258.0,1417.0,159.0,781.0,1894.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","4",1,3,1,1,3,3,"True",997,11,,1402.0,1518.0,116.0,1054.0,1866.0,"Outlier"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","6",3,1,1,1,4,4,"True",1444,11,,1444.0,1589.0,145.0,1009.0,2024.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",1,3,1,1,7,7,"True",1261,11,,1086.0,1261.0,175.0,561.0,1786.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","6",3,1,1,1,3,3,"True",1997,11,,1444.0,1589.0,145.0,1009.0,2024.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","6",7,3,1,1,3,3,"True",1038,11,,1061.0,1369.0,308.0,137.0,2293.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","8",3,1,1,1,1,1,"True",1504,11,,1504.0,1844.0,340.0,484.0,2864.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","4",2,2,1,1,4,4,"True",1289,11,,1372.0,1506.0,134.0,970.0,1908.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","8",6,2,1,1,3,3,"True",1181,11,,1326.0,1753.0,427.0,45.0,3034.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","4",7,3,1,1,6,6,"True",1105,11,,1100.0,1139.0,39.0,983.0,1256.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","Dynamic",5,1,1,1,1,1,"True",935,11,,935.0,1393.0,458.0,-439.0,2767.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","6",5,1,1,1,4,4,"True",1767,11,,1767.0,2021.0,254.0,1005.0,2783.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","8",2,2,1,1,5,5,"True",1136,11,,1138.0,1501.0,363.0,49.0,2590.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","computer science related (such as information systems, aka WiInf)","more than 1 year, but less than or equal 3 years","6",4,0,1,1,4,4,"True",1109,11,,1121.0,1551.0,430.0,-169.0,2841.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",4,0,1,1,1,1,"True",2606,12,,2606.0,4533.0,1927.0,-3175.0,10314.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",7,3,1,1,3,3,"True",1355,12,,1278.0,1387.0,109.0,951.0,1714.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",7,3,1,1,2,2,"True",1102,12,,1435.0,1495.0,60.0,1255.0,1675.0,"Outlier"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",4,0,1,1,2,2,"True",2593,12,,2972.0,5623.0,2651.0,-4981.0,13576.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",4,0,1,1,5,5,"True",2546,12,,2262.0,2546.0,284.0,1410.0,3398.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",1,3,1,1,3,3,"True",1960,12,,1603.0,1794.0,191.0,1030.0,2367.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",5,1,1,1,3,3,"True",2894,12,,1324.0,2894.0,1570.0,-3386.0,7604.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",5,1,1,1,1,1,"True",2888,12,,1826.0,2888.0,1062.0,-1360.0,6074.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",1,3,1,1,7,7,"True",1794,12,,1603.0,1794.0,191.0,1030.0,2367.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",2,2,1,1,5,5,"True",2569,12,,1942.0,2283.0,341.0,919.0,3306.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",6,2,1,1,5,5,"True",1795,12,,1489.0,1795.0,306.0,571.0,2713.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",6,2,1,1,6,6,"True",2497,12,,1707.0,2497.0,790.0,-663.0,4867.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",5,1,1,1,3,3,"True",1929,12,,1718.0,1866.0,148.0,1274.0,2310.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",2,2,1,1,6,6,"True",1594,12,,1495.0,1656.0,161.0,1012.0,2139.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Dynamic",2,2,1,1,7,7,"True",1312,12,,1276.0,1319.0,43.0,1147.0,1448.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",6,2,1,1,6,6,"True",1501,12,,1707.0,2497.0,790.0,-663.0,4867.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",4,0,1,1,6,6,"True",2439,12,,2606.0,4533.0,1927.0,-3175.0,10314.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",5,1,1,1,2,2,"True",2519,12,,2952.0,3481.0,529.0,1365.0,5068.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",4,0,1,1,7,7,"True",5544,12,,2972.0,5623.0,2651.0,-4981.0,13576.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",7,3,1,1,7,7,"True",1707,12,,1301.0,1404.0,103.0,992.0,1713.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",6,2,1,1,2,2,"True",1504,12,,1504.0,1688.0,184.0,952.0,2240.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",4,0,1,1,1,1,"True",1131,12,,1131.0,2410.0,1279.0,-2706.0,6247.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",1,3,0,1,4,5,"False",1695,12,,1603.0,1794.0,191.0,1030.0,2367.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",4,0,1,1,1,1,"True",6096,12,,2972.0,5623.0,2651.0,-4981.0,13576.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",4,0,1,1,3,3,"True",4384,12,,1522.0,3517.0,1995.0,-4463.0,9502.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",4,0,1,1,2,2,"True",4533,12,,2606.0,4533.0,1927.0,-3175.0,10314.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",6,2,1,1,6,6,"True",1688,12,,1504.0,1688.0,184.0,952.0,2240.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Dynamic",1,3,1,1,1,1,"True",1047,12,,1047.0,1451.0,404.0,-165.0,2663.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",6,2,1,1,1,1,"True",1220,12,,1489.0,1795.0,306.0,571.0,2713.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",3,1,1,1,6,6,"True",1590,12,,1174.0,1554.0,380.0,34.0,2694.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",5,1,1,1,3,3,"True",1534,12,,1324.0,2894.0,1570.0,-3386.0,7604.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",1,3,1,1,2,2,"True",1333,12,,1289.0,1500.0,211.0,656.0,2133.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",5,1,1,1,7,7,"True",1591,12,,1447.0,1591.0,144.0,1015.0,2023.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Dynamic",6,2,1,1,5,5,"True",3852,12,,1324.0,2398.0,1074.0,-1898.0,5620.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",4,0,1,1,1,1,"True",1522,12,,1522.0,3517.0,1995.0,-4463.0,9502.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",5,1,1,1,4,4,"True",1384,12,,1447.0,1591.0,144.0,1015.0,2023.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",4,0,1,1,1,1,"True",2972,12,,2972.0,5623.0,2651.0,-4981.0,13576.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",5,1,1,1,6,6,"True",1457,12,,1447.0,1591.0,144.0,1015.0,2023.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Dynamic",1,3,1,1,5,5,"True",2068,12,,1047.0,1451.0,404.0,-165.0,2663.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",6,2,1,1,5,5,"True",3055,12,,1707.0,2497.0,790.0,-663.0,4867.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",6,2,1,1,4,4,"True",1707,12,,1707.0,2497.0,790.0,-663.0,4867.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",2,2,1,1,6,6,"True",2280,12,,1904.0,2280.0,376.0,776.0,3408.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Dynamic",4,0,1,1,2,2,"True",1602,12,,1274.0,1602.0,328.0,290.0,2586.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",1,3,1,1,5,5,"True",1689,12,,1243.0,1689.0,446.0,-95.0,3027.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",7,3,1,1,6,6,"True",1335,12,,1301.0,1404.0,103.0,992.0,1713.0,"OK"
