"Age","Status","Studies","YearsOfExperience","Overlap","Indentation_Length","Nesting_Level","Distance_from_Center","Overlap_Above_Percent","Overlap_Below_Percent","Correct","number_of_given_answers","expected_answer","given_answer","is_correct","time_in_milliseconds","Subject","Name","Q1","Q3","IQR","Lower_Bound","Upper_Bound","Outlier_Flag"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","No_Overlap","14",6,2,0,100,1,1,4,4,"True",1105,12,,1205.25,1308.75,103.5,894.75,1619.25,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","14",4,0,65,95,1,1,1,1,"True",1041,12,,1140.75,1393.0,252.25,384.0,2149.75,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","No_Overlap","14",2,2,0,100,1,1,1,1,"True",1112,12,,1074.0,1317.75,243.75,342.75,2049.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","14",5,1,65,95,1,1,6,6,"True",1334,12,,1252.25,1479.0,226.75,572.0,2159.25,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","6",5,1,65,95,1,1,7,7,"True",1510,12,,1518.25,1928.0,409.75,289.0,3157.25,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",3,1,0,100,1,1,1,1,"True",982,12,,1214.25,1399.5,185.25,658.5,1955.25,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","No_Overlap","14",5,1,0,100,1,1,5,5,"True",2156,12,,1087.25,1780.0,692.75,-991.0,3858.25,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","10",2,2,65,95,1,1,5,5,"True",2397,12,,1362.75,1955.75,593.0,-416.25,3734.75,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","14",5,1,65,95,1,1,4,4,"True",1220,12,,1252.25,1479.0,226.75,572.0,2159.25,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",6,2,65,95,1,1,7,7,"True",1415,12,,1106.75,1390.5,283.75,255.5,2241.75,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",6,2,65,95,1,1,6,6,"True",1200,12,,1106.75,1390.5,283.75,255.5,2241.75,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","No_Overlap","6",5,1,0,100,1,1,6,6,"True",1379,12,,1093.0,1362.25,269.25,285.25,2170.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","No_Overlap","10",3,1,0,100,1,1,1,1,"True",1023,12,,1234.75,1407.0,172.25,718.0,1923.75,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","14",2,2,65,95,1,1,3,3,"True",1338,12,,1316.25,1478.75,162.5,828.75,1966.25,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","No_Overlap","6",6,2,0,100,1,1,4,4,"True",1323,12,,1201.5,1391.0,189.5,633.0,1959.5,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","No_Overlap","10",5,1,0,100,1,1,7,7,"True",1402,12,,1290.25,1398.5,108.25,965.5,1723.25,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","No_Overlap","10",4,0,0,100,1,1,3,3,"True",1232,12,,1188.5,1344.0,155.5,722.0,1810.5,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","No_Overlap","6",6,2,0,100,1,1,6,6,"True",1399,12,,1201.5,1391.0,189.5,633.0,1959.5,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","No_Overlap","14",2,2,0,100,1,1,6,6,"True",1379,12,,1074.0,1317.75,243.75,342.75,2049.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","No_Overlap","14",6,2,0,100,1,1,3,3,"True",1261,12,,1205.25,1308.75,103.5,894.75,1619.25,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","14",4,0,65,95,1,1,6,6,"True",1363,12,,1140.75,1393.0,252.25,384.0,2149.75,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","6",4,0,65,95,1,1,2,2,"True",1379,12,,1380.75,1930.75,550.0,-269.25,3580.75,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","No_Overlap","6",2,2,0,100,1,1,3,3,"True",1443,12,,1452.25,1953.25,501.0,-50.75,3456.25,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","No_Overlap","10",4,0,0,100,1,1,1,1,"True",1211,12,,1188.5,1344.0,155.5,722.0,1810.5,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",6,2,0,100,1,1,7,7,"True",1259,12,,1121.75,1351.25,229.5,433.25,2039.75,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",3,1,65,95,1,1,3,3,"True",1243,12,,1182.5,1255.75,73.25,962.75,1475.5,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",3,1,65,95,1,1,2,2,"True",1193,12,,1182.5,1255.75,73.25,962.75,1475.5,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","10",4,0,65,95,1,1,3,3,"True",1317,12,,1202.75,1441.25,238.5,487.25,2156.75,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","6",2,2,65,95,1,1,3,3,"True",2062,12,,1450.5,1698.25,247.75,707.25,2441.5,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","10",6,2,65,95,1,1,3,3,"True",1257,12,,1083.0,1404.75,321.75,117.75,2370.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",4,0,65,95,1,1,4,4,"True",1313,12,,1061.5,1323.5,262.0,275.5,2109.5,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",3,1,65,95,1,1,2,2,"True",1179,12,,1182.5,1255.75,73.25,962.75,1475.5,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","6",5,1,65,95,1,1,6,6,"True",1550,12,,1518.25,1928.0,409.75,289.0,3157.25,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","No_Overlap","10",3,1,0,100,1,1,4,4,"True",1351,12,,1234.75,1407.0,172.25,718.0,1923.75,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",2,2,0,100,1,1,7,7,"True",1440,12,,1261.5,1428.5,167.0,760.5,1929.5,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","6",4,0,65,95,1,1,3,3,"True",2144,12,,1380.75,1930.75,550.0,-269.25,3580.75,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","14",3,1,65,95,1,1,4,4,"True",1387,12,,1215.0,1398.25,183.25,665.25,1948.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","10",3,1,65,95,1,1,2,2,"True",1169,12,,1182.25,1297.75,115.5,835.75,1644.25,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","14",3,1,65,95,1,1,3,3,"True",1399,12,,1215.0,1398.25,183.25,665.25,1948.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",4,0,65,95,1,1,2,2,"True",1106,12,,1061.5,1323.5,262.0,275.5,2109.5,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","6",6,2,65,95,1,1,1,1,"True",1230,12,,1263.5,1443.25,179.75,724.25,1982.5,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","14",2,2,65,95,1,1,6,6,"True",1499,12,,1316.25,1478.75,162.5,828.75,1966.25,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Overlap","6",6,2,65,95,1,1,7,7,"True",1369,12,,1263.5,1443.25,179.75,724.25,1982.5,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","No_Overlap","10",5,1,0,100,1,1,7,7,"True",1306,12,,1290.25,1398.5,108.25,965.5,1723.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",5,1,0,100,1,1,3,3,"True",1039,13,,847.5,1142.0,294.5,-36.0,2025.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",3,1,65,95,1,1,1,1,"True",620,13,,834.5,903.75,69.25,626.75,1111.5,"Outlier"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",5,1,0,100,1,1,3,3,"True",693,13,,847.5,1142.0,294.5,-36.0,2025.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",4,0,0,100,1,1,2,2,"True",554,13,,765.5,992.5,227.0,84.5,1673.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",6,2,65,95,1,1,3,3,"True",855,13,,939.5,1043.75,104.25,626.75,1356.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",3,1,0,100,1,1,1,1,"True",635,13,,739.5,923.25,183.75,188.25,1474.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",2,2,65,95,1,1,3,3,"True",1244,13,,860.5,1190.5,330.0,-129.5,2180.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",2,2,0,100,1,1,6,6,"True",1070,13,,756.0,1021.25,265.25,-39.75,1817.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",4,0,65,95,1,1,4,4,"True",1267,13,,971.0,1255.0,284.0,119.0,2107.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",6,2,65,95,1,1,1,1,"True",850,13,,819.25,1008.25,189.0,252.25,1575.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",4,0,65,95,1,1,2,2,"True",919,13,,797.5,1031.0,233.5,97.0,1731.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","6",5,1,0,100,1,1,1,1,"True",828,13,,826.25,919.5,93.25,546.5,1199.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",4,0,0,100,1,1,5,5,"True",753,13,,765.5,992.5,227.0,84.5,1673.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",6,2,0,100,1,1,5,5,"True",703,13,,905.0,1058.25,153.25,445.25,1518.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",5,1,0,100,1,1,1,1,"True",775,13,,856.25,932.0,75.75,629.0,1159.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",5,1,0,100,1,1,7,7,"True",1296,13,,739.25,1102.25,363.0,-349.75,2191.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",4,0,0,100,1,1,5,5,"True",973,13,,815.25,965.5,150.25,364.5,1416.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",5,1,65,95,1,1,6,6,"True",871,13,,889.0,1073.25,184.25,336.25,1626.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",4,0,65,95,1,1,5,5,"True",1142,13,,792.25,1120.75,328.5,-193.25,2106.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",3,1,65,95,1,1,6,6,"True",1248,13,,983.5,1266.75,283.25,133.75,2116.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",6,2,0,100,1,1,1,1,"True",839,13,,877.0,1043.0,166.0,379.0,1541.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",2,2,65,95,1,1,6,6,"True",1069,13,,835.0,1106.5,271.5,20.5,1921.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",3,1,65,95,1,1,7,7,"True",1096,13,,869.0,1011.5,142.5,441.5,1439.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",4,0,65,95,1,1,2,2,"True",794,13,,797.5,1031.0,233.5,97.0,1731.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",6,2,65,95,1,1,6,6,"True",741,13,,819.25,1008.25,189.0,252.25,1575.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",3,1,0,100,1,1,2,2,"True",914,13,,905.25,966.0,60.75,723.0,1148.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",6,2,65,95,1,1,4,4,"True",962,13,,819.25,1008.25,189.0,252.25,1575.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",2,2,65,95,1,1,5,5,"True",1418,13,,1131.75,1333.75,202.0,525.75,1939.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",4,0,0,100,1,1,6,6,"True",782,13,,777.0,831.5,54.5,613.5,995.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","6",4,0,0,100,1,1,3,3,"True",1223,13,,868.25,1173.5,305.25,-47.5,2089.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","6",5,1,0,100,1,1,2,2,"True",645,13,,826.25,919.5,93.25,546.5,1199.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","6",4,0,0,100,1,1,6,6,"True",866,13,,868.25,1173.5,305.25,-47.5,2089.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",3,1,65,95,1,1,4,4,"True",1013,13,,869.0,1011.5,142.5,441.5,1439.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",2,2,65,95,1,1,4,4,"True",1324,13,,1131.75,1333.75,202.0,525.75,1939.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",6,2,0,100,1,1,1,1,"True",911,13,,905.0,1058.25,153.25,445.25,1518.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",4,0,65,95,1,1,5,5,"True",742,13,,792.25,1120.75,328.5,-193.25,2106.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",4,0,65,95,1,1,1,1,"True",799,13,,792.25,1120.75,328.5,-193.25,2106.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",5,1,0,100,1,1,1,1,"True",719,13,,739.25,1102.25,363.0,-349.75,2191.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",2,2,0,100,1,1,7,7,"True",1085,13,,756.0,1021.25,265.25,-39.75,1817.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",5,1,65,95,1,1,6,6,"True",953,13,,860.25,1018.75,158.5,384.75,1494.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","6",2,2,0,100,1,1,6,6,"True",1084,13,,1019.75,1297.0,277.25,188.0,2128.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",6,2,0,100,1,1,7,7,"True",953,13,,877.0,1043.0,166.0,379.0,1541.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",6,2,0,100,1,1,3,3,"True",971,13,,905.0,1058.25,153.25,445.25,1518.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",5,1,65,95,1,1,2,2,"True",852,13,,889.0,1073.25,184.25,336.25,1626.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",5,1,65,95,1,1,3,3,"True",843,13,,843.25,988.5,145.25,407.5,1424.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",3,1,0,100,1,1,3,3,"True",770,13,,727.25,878.75,151.5,272.75,1333.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",5,1,65,95,1,1,4,4,"True",833,13,,860.25,1018.75,158.5,384.75,1494.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",3,1,65,95,1,1,4,4,"True",908,13,,834.5,903.75,69.25,626.75,1111.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",3,1,65,95,0,1,5,3,"False",1080,13,,834.5,903.75,69.25,626.75,1111.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",4,0,0,100,1,1,4,4,"True",1626,13,,815.25,965.5,150.25,364.5,1416.25,"Outlier"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",3,1,65,95,1,1,3,3,"True",865,13,,834.5,903.75,69.25,626.75,1111.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",5,1,0,100,1,1,2,2,"True",842,13,,847.5,1142.0,294.5,-36.0,2025.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",6,2,0,100,1,1,6,6,"True",1057,13,,877.0,1043.0,166.0,379.0,1541.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",3,1,0,100,1,1,3,3,"True",1136,13,,905.25,966.0,60.75,723.0,1148.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",4,0,0,100,1,1,2,2,"True",662,13,,815.25,965.5,150.25,364.5,1416.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",2,2,0,100,1,1,2,2,"True",696,13,,731.0,975.5,244.5,-2.5,1709.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",5,1,0,100,1,1,7,7,"True",1230,13,,739.25,1102.25,363.0,-349.75,2191.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",4,0,0,100,1,1,4,4,"True",1008,13,,765.5,992.5,227.0,84.5,1673.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",2,2,65,95,1,1,4,4,"True",1119,13,,835.0,1106.5,271.5,20.5,1921.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",5,1,65,95,1,1,5,5,"True",990,13,,860.25,1018.75,158.5,384.75,1494.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",3,1,65,95,1,1,2,2,"True",1483,13,,832.25,1191.0,358.75,-244.0,2267.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",4,0,65,95,1,1,5,5,"True",1104,13,,823.75,985.25,161.5,339.25,1469.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",2,2,0,100,1,1,5,5,"True",887,13,,756.0,1021.25,265.25,-39.75,1817.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",3,1,0,100,1,1,2,2,"True",861,13,,727.25,878.75,151.5,272.75,1333.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",3,1,0,100,1,1,6,6,"True",825,13,,739.5,923.25,183.75,188.25,1474.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","6",3,1,0,100,1,1,6,6,"True",870,13,,950.5,1226.25,275.75,123.25,2053.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",5,1,65,95,1,1,7,7,"True",1062,13,,889.0,1073.25,184.25,336.25,1626.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",2,2,0,100,1,1,1,1,"True",1081,13,,818.75,947.75,129.0,431.75,1334.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",5,1,65,95,1,1,2,2,"True",1010,13,,921.75,1296.5,374.75,-202.5,2420.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",5,1,65,95,1,1,4,4,"True",1135,13,,843.25,988.5,145.25,407.5,1424.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","6",4,0,0,100,1,1,4,4,"True",903,13,,868.25,1173.5,305.25,-47.5,2089.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",5,1,0,100,1,1,6,6,"True",912,13,,856.25,932.0,75.75,629.0,1159.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",3,1,0,100,1,1,5,5,"True",882,13,,727.25,878.75,151.5,272.75,1333.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",6,2,0,100,1,1,3,3,"True",1073,13,,917.0,1084.25,167.25,415.25,1586.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",6,2,65,95,1,1,4,4,"True",1221,13,,836.75,1140.5,303.75,-74.5,2051.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",3,1,0,100,1,1,6,6,"True",690,13,,727.25,878.75,151.5,272.75,1333.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","6",2,2,0,100,1,1,7,7,"True",1363,13,,1019.75,1297.0,277.25,188.0,2128.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",6,2,65,95,1,1,1,1,"True",827,13,,836.75,1140.5,303.75,-74.5,2051.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",2,2,0,100,1,1,7,7,"True",904,13,,818.75,947.75,129.0,431.75,1334.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",5,1,65,95,1,1,1,1,"True",844,13,,843.25,988.5,145.25,407.5,1424.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",2,2,0,100,1,1,3,3,"True",766,13,,818.75,947.75,129.0,431.75,1334.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",4,0,65,95,1,1,4,4,"True",756,13,,797.5,1031.0,233.5,97.0,1731.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",4,0,65,95,1,1,6,6,"True",955,13,,971.0,1255.0,284.0,119.0,2107.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",3,1,0,100,1,1,7,7,"True",923,13,,905.25,966.0,60.75,723.0,1148.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",4,0,65,95,0,1,4,5,"False",871,13,,823.75,985.25,161.5,339.25,1469.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",6,2,65,95,1,1,1,1,"True",1010,13,,939.5,1043.75,104.25,626.75,1356.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",6,2,0,100,1,1,1,1,"True",868,13,,877.0,1043.0,166.0,379.0,1541.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",3,1,65,95,1,1,4,4,"True",1008,13,,832.25,1191.0,358.75,-244.0,2267.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",5,1,65,95,1,1,7,7,"True",834,13,,921.75,1296.5,374.75,-202.5,2420.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",3,1,65,95,1,1,6,6,"True",1021,13,,983.5,1266.75,283.25,133.75,2116.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",3,1,65,95,1,1,4,4,"True",785,13,,832.25,1191.0,358.75,-244.0,2267.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",4,0,65,95,1,1,3,3,"True",893,13,,823.75,985.25,161.5,339.25,1469.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",6,2,65,95,1,1,1,1,"True",829,13,,939.5,1043.75,104.25,626.75,1356.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",5,1,65,95,1,1,2,2,"True",833,13,,843.25,988.5,145.25,407.5,1424.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",5,1,65,95,1,1,7,7,"True",960,13,,843.25,988.5,145.25,407.5,1424.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",3,1,65,95,1,1,3,3,"True",868,13,,869.0,1011.5,142.5,441.5,1439.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",2,2,0,100,1,1,7,7,"True",996,13,,731.0,975.5,244.5,-2.5,1709.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",2,2,65,95,1,1,7,7,"True",869,13,,860.5,1190.5,330.0,-129.5,2180.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",2,2,65,95,1,1,5,5,"True",1243,13,,860.5,1190.5,330.0,-129.5,2180.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","6",2,2,0,100,1,1,5,5,"True",1040,13,,1019.75,1297.0,277.25,188.0,2128.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","6",2,2,0,100,1,1,4,4,"True",1391,13,,1019.75,1297.0,277.25,188.0,2128.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",2,2,65,95,1,1,5,5,"True",918,13,,835.0,1106.5,271.5,20.5,1921.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",3,1,65,95,1,1,7,7,"True",1443,13,,983.5,1266.75,283.25,133.75,2116.5,"OK"
